,code,begin,end,status,begin_price,end_price,days,p_change
3621,603318,2016-06-29,2017-07-17,down,20.192,10.47,383,-48.148
3626,603318,2017-07-17,2017-09-18,up,10.47,16.68,63,59.312
3627,603318,2017-09-18,2017-10-31,down,16.68,12.15,43,-27.158
3628,603318,2017-10-31,2017-11-23,up,12.15,15.05,23,23.868
3629,603318,2017-11-23,2017-12-06,down,15.05,13.96,13,-7.243
8173,603319,2016-11-30,2017-01-06,up,15.004,63.265,37,321.654
8174,603319,2017-01-06,2017-12-05,down,63.265,27.8,333,-56.058
8175,603319,2017-12-05,2017-12-06,up,27.8,28.5,1,2.518
9762,603320,2017-05-02,2017-10-12,up,11.92,51.99,163,336.158
9763,603320,2017-10-12,2017-12-06,down,51.99,25.48,55,-50.991
9764,603320,2017-12-06,2017-12-07,up,25.48,26.21,1,2.865
7987,603322,2016-07-28,2017-03-29,up,14.361,146.606,244,920.862
7988,603322,2017-03-29,2017-07-19,down,146.606,37.88,112,-74.162
7989,603322,2017-07-19,2017-10-09,up,37.88,59.99,82,58.369
7990,603322,2017-10-09,2017-11-03,down,59.99,41.66,25,-30.555
7991,603322,2017-11-03,2017-11-21,up,41.66,57.56,18,38.166
7992,603322,2017-11-21,2017-12-05,down,57.56,42.2,14,-26.685
7993,603322,2017-12-05,2017-12-06,up,42.2,44.13,1,4.573
4327,603323,2016-11-29,2017-05-10,up,6.286,17.08,162,171.715
4328,603323,2017-05-10,2017-11-29,down,17.08,8.0,203,-53.162
4329,603323,2017-11-29,2017-11-30,up,8.0,9.1,1,13.75
4330,603323,2017-11-30,2017-12-06,down,9.1,8.43,6,-7.363
4107,603326,2017-06-16,2017-07-06,up,11.84,29.18,20,146.453
4108,603326,2017-07-06,2017-08-14,down,29.18,17.41,39,-40.336
4109,603326,2017-08-14,2017-10-27,up,17.41,24.98,74,43.481
4110,603326,2017-10-27,2017-12-05,down,24.98,18.17,39,-27.262
4111,603326,2017-12-05,2017-12-07,up,18.17,18.82,2,3.577
100,603328,2016-01-04,2016-02-29,down,13.829,9.259,56,-33.046
101,603328,2016-02-29,2016-11-21,up,9.259,17.596,266,90.042
102,603328,2016-11-21,2017-07-17,down,17.596,11.259,238,-36.014
103,603328,2017-07-17,2017-11-01,up,11.259,16.93,107,50.369
104,603328,2017-11-01,2017-11-27,down,16.93,13.3,26,-21.441
105,603328,2017-11-27,2017-12-05,up,13.3,14.57,8,9.549
106,603328,2017-12-05,2017-12-06,down,14.57,14.5,1,-0.48
10632,603330,2017-02-13,2017-04-05,up,26.051,97.123,51,272.819
10633,603330,2017-04-05,2017-12-06,down,97.123,34.31,245,-64.674
10595,603331,2017-07-05,2017-07-14,up,11.56,27.05,9,133.997
10596,603331,2017-07-14,2017-12-05,down,27.05,17.91,144,-33.789
10597,603331,2017-12-05,2017-12-07,up,17.91,18.52,2,3.406
3541,603333,2016-01-04,2016-01-14,down,9.59,6.78,10,-29.301
3540,603333,2016-01-14,2016-11-14,up,6.78,11.5,305,69.617
3539,603333,2016-11-14,2017-11-23,down,11.5,6.2,374,-46.087
3542,603333,2017-11-23,2017-12-04,up,6.2,6.63,11,6.935
3543,603333,2017-12-04,2017-12-06,down,6.63,6.48,2,-2.262
11702,603335,2017-06-20,2017-07-10,up,4.34,19.77,20,355.53
11703,603335,2017-07-10,2017-12-05,down,19.77,10.25,148,-48.154
11704,603335,2017-12-05,2017-12-07,up,10.25,10.74,2,4.78
9581,603336,2016-11-24,2016-12-19,up,11.084,60.233,25,443.423
9582,603336,2016-12-19,2017-12-06,down,60.233,19.6,352,-67.46
4627,603337,2017-01-19,2017-11-13,up,25.303,54.77,298,116.457
4628,603337,2017-11-13,2017-12-01,down,54.77,47.5,18,-13.274
4629,603337,2017-12-01,2017-12-04,up,47.5,51.79,3,9.032
4630,603337,2017-12-04,2017-12-05,down,51.79,48.0,1,-7.318
4631,603337,2017-12-05,2017-12-06,up,48.0,50.35,1,4.896
7926,603338,2016-01-04,2016-03-08,down,53.674,33.957,64,-36.735
7927,603338,2016-03-08,2017-11-14,up,33.957,77.33,616,127.729
7928,603338,2017-11-14,2017-11-28,down,77.33,67.15,14,-13.164
7929,603338,2017-11-28,2017-12-04,up,67.15,74.45,6,10.871
7930,603338,2017-12-04,2017-12-06,down,74.45,71.48,2,-3.989
9234,603339,2016-05-19,2016-07-07,up,14.573,61.889,49,324.683
9235,603339,2016-07-07,2017-12-05,down,61.889,21.27,516,-65.632
9236,603339,2017-12-05,2017-12-06,up,21.27,22.35,1,5.078
8773,603345,2017-02-22,2017-03-17,up,15.866,45.338,23,185.756
8774,603345,2017-03-17,2017-07-18,down,45.338,22.0,123,-51.476
8775,603345,2017-07-18,2017-11-07,up,22.0,29.39,112,33.591
8776,603345,2017-11-07,2017-12-05,down,29.39,22.38,28,-23.852
8777,603345,2017-12-05,2017-12-06,up,22.38,22.73,1,1.564
10585,603355,2016-01-04,2016-02-29,down,46.327,29.7,56,-35.891
10586,603355,2016-02-29,2017-05-04,up,29.7,60.441,430,103.505
10587,603355,2017-05-04,2017-12-05,down,60.441,43.01,215,-28.84
10588,603355,2017-12-05,2017-12-06,up,43.01,44.25,1,2.883
11061,603357,2017-08-01,2017-09-01,up,12.53,38.1,31,204.07
11062,603357,2017-09-01,2017-12-05,down,38.1,20.3,95,-46.719
11063,603357,2017-12-05,2017-12-07,up,20.3,20.91,2,3.005
8929,603358,2017-01-25,2017-03-27,up,36.922,71.832,61,94.551
8928,603358,2017-03-27,2017-12-05,down,71.832,36.02,253,-49.855
8930,603358,2017-12-05,2017-12-06,up,36.02,37.12,1,3.054
10719,603359,2017-09-01,2017-09-13,up,26.18,56.0,12,113.904
10720,603359,2017-09-13,2017-12-05,down,56.0,30.89,83,-44.839
10721,603359,2017-12-05,2017-12-07,up,30.89,32.39,2,4.856
11497,603360,2017-02-06,2017-03-27,up,10.738,43.574,49,305.793
11498,603360,2017-03-27,2017-12-06,down,43.574,21.38,254,-50.934
10724,603366,2016-01-04,2016-02-29,down,10.201,6.368,56,-37.575
10723,603366,2016-02-29,2016-11-04,up,6.368,11.001,249,72.754
10722,603366,2016-11-04,2017-12-06,down,11.001,5.75,397,-47.732
7531,603368,2016-01-04,2016-02-29,down,69.196,43.793,56,-36.712
7532,603368,2016-02-29,2016-11-22,up,43.793,73.904,267,68.758
7533,603368,2016-11-22,2017-12-06,down,73.904,45.88,379,-37.919
6610,603369,2016-01-04,2016-01-28,down,13.107,9.456,24,-27.855
6611,603369,2016-01-28,2017-10-11,up,9.456,17.97,622,90.038
6612,603369,2017-10-11,2017-12-06,down,17.97,13.96,56,-22.315
4374,603377,2016-02-05,2016-02-25,up,19.347,54.738,20,182.928
4375,603377,2016-02-25,2017-08-25,down,54.738,29.9,547,-45.376
4376,603377,2017-08-25,2017-11-22,up,29.9,38.5,89,28.763
4377,603377,2017-11-22,2017-12-06,down,38.5,38.0,14,-1.299
9312,603380,2017-06-22,2017-07-05,up,15.38,30.18,13,96.229
9313,603380,2017-07-05,2017-12-05,down,30.18,18.31,153,-39.331
9314,603380,2017-12-05,2017-12-07,up,18.31,19.1,2,4.315
11803,603383,2017-05-22,2017-06-05,up,22.86,58.81,14,157.262
11804,603383,2017-06-05,2017-08-11,down,58.81,37.3,67,-36.575
11805,603383,2017-08-11,2017-11-14,up,37.3,55.83,95,49.678
11806,603383,2017-11-14,2017-12-06,down,55.83,41.83,22,-25.076
11807,603383,2017-12-06,2017-12-07,up,41.83,43.62,1,4.279
8831,603385,2017-04-05,2017-04-17,up,19.11,38.52,12,101.57
8832,603385,2017-04-17,2017-08-11,down,38.52,21.66,116,-43.769
8833,603385,2017-08-11,2017-09-13,up,21.66,27.28,33,25.946
8834,603385,2017-09-13,2017-11-24,down,27.28,22.2,72,-18.622
8835,603385,2017-11-24,2017-12-01,up,22.2,24.85,7,11.937
8836,603385,2017-12-01,2017-12-05,down,24.85,22.38,4,-9.94
8837,603385,2017-12-05,2017-12-06,up,22.38,22.99,1,2.726
8838,603385,2017-12-06,2017-12-07,down,22.99,22.71,1,-1.218
5193,603387,2017-07-17,2017-11-13,up,32.04,68.98,119,115.293
5194,603387,2017-11-13,2017-12-06,down,68.98,52.5,23,-23.891
5195,603387,2017-12-06,2017-12-07,up,52.5,54.83,1,4.438
1496,603388,2017-03-24,2017-09-11,up,7.26,30.19,171,315.84
1497,603388,2017-09-11,2017-12-06,down,30.19,17.13,86,-43.259
186,603389,2016-12-15,2017-03-28,up,9.29,37.518,103,303.854
187,603389,2017-03-28,2017-11-27,down,37.518,12.48,244,-66.736
188,603389,2017-11-27,2017-12-05,up,12.48,13.79,8,10.497
189,603389,2017-12-05,2017-12-06,down,13.79,13.51,1,-2.03
10620,603393,2016-09-12,2016-11-11,up,31.475,73.97,60,135.012
10621,603393,2016-11-11,2017-11-20,down,73.97,34.65,374,-53.157
10622,603393,2017-11-20,2017-11-30,up,34.65,38.2,10,10.245
10623,603393,2017-11-30,2017-12-06,down,38.2,35.63,6,-6.728
9280,603398,2016-01-04,2016-01-07,up,40.171,59.511,3,48.144
9279,603398,2016-01-07,2017-12-05,down,59.511,15.0,698,-74.795
9281,603398,2017-12-05,2017-12-06,up,15.0,15.64,1,4.267
4544,603399,2016-01-04,2016-01-18,down,12.8,8.9,14,-30.469
4545,603399,2016-01-18,2017-12-04,up,8.9,17.67,686,98.539
4546,603399,2017-12-04,2017-12-06,down,17.67,16.56,2,-6.282
5834,603416,2016-12-21,2017-03-27,up,15.243,45.977,96,201.627
5835,603416,2017-03-27,2017-07-18,down,45.977,28.88,113,-37.186
5836,603416,2017-07-18,2017-11-10,up,28.88,39.32,115,36.15
5837,603416,2017-11-10,2017-12-05,down,39.32,29.5,25,-24.975
5838,603416,2017-12-05,2017-12-06,up,29.5,30.7,1,4.068
11258,603421,2016-10-11,2016-11-11,up,16.691,61.731,31,269.846
11259,603421,2016-11-11,2017-12-05,down,61.731,24.66,389,-60.052
11260,603421,2017-12-05,2017-12-06,up,24.66,25.33,1,2.717
1960,603429,2017-01-24,2017-09-11,up,10.802,49.88,230,361.766
1961,603429,2017-09-11,2017-10-30,down,49.88,38.02,49,-23.777
1962,603429,2017-10-30,2017-11-16,up,38.02,47.31,17,24.435
1963,603429,2017-11-16,2017-11-23,down,47.31,41.0,7,-13.338
1964,603429,2017-11-23,2017-11-24,up,41.0,41.85,1,2.073
9500,603444,2017-01-04,2017-03-17,up,76.578,370.285,72,383.54
9501,603444,2017-03-17,2017-12-06,down,370.285,201.0,264,-45.717
4006,603456,2016-01-04,2017-05-24,down,35.813,14.356,506,-59.914
4007,603456,2017-05-24,2017-07-10,up,14.356,18.3,47,27.473
4008,603456,2017-07-10,2017-12-06,down,18.3,15.3,149,-16.393
3455,603458,2017-08-09,2017-11-16,up,42.28,87.27,99,106.41
3456,603458,2017-11-16,2017-12-05,down,87.27,64.12,19,-26.527
3457,603458,2017-12-05,2017-12-07,up,64.12,68.23,2,6.41
3032,603488,2017-05-16,2017-05-31,up,11.04,26.04,15,135.87
3033,603488,2017-05-31,2017-07-18,down,26.04,14.35,48,-44.892
3034,603488,2017-07-18,2017-11-15,up,14.35,17.79,120,23.972
3035,603488,2017-11-15,2017-11-20,down,17.79,15.34,5,-13.772
3036,603488,2017-11-20,2017-11-22,up,15.34,17.2,2,12.125
3037,603488,2017-11-22,2017-11-28,down,17.2,16.4,6,-4.651
3038,603488,2017-11-28,2017-11-30,up,16.4,17.15,2,4.573
3039,603488,2017-11-30,2017-12-07,down,17.15,16.71,7,-2.566
10809,603496,2017-06-07,2017-11-10,up,16.97,45.39,156,167.472
10810,603496,2017-11-10,2017-12-05,down,45.39,31.2,25,-31.262
10811,603496,2017-12-05,2017-12-07,up,31.2,33.41,2,7.083
966,603501,2017-05-04,2017-11-15,up,10.11,44.72,195,342.334
967,603501,2017-11-15,2017-11-28,down,44.72,31.36,13,-29.875
968,603501,2017-11-28,2017-12-07,up,31.36,39.91,9,27.264
11124,603505,2017-05-03,2017-09-27,up,4.49,31.9,147,610.468
11125,603505,2017-09-27,2017-12-06,down,31.9,17.87,70,-43.981
11126,603505,2017-12-06,2017-12-07,up,17.87,18.52,1,3.637
11750,603508,2016-01-04,2016-01-11,up,85.098,137.06,7,61.061
11749,603508,2016-01-11,2017-12-05,down,137.06,39.89,694,-70.896
11751,603508,2017-12-05,2017-12-07,up,39.89,41.22,2,3.334
6983,603515,2016-08-19,2016-11-10,up,17.783,54.093,83,204.184
6984,603515,2016-11-10,2017-01-13,down,54.093,32.154,64,-40.558
6985,603515,2017-01-13,2017-11-10,up,32.154,50.02,301,55.564
6986,603515,2017-11-10,2017-12-05,down,50.02,41.44,25,-17.153
6987,603515,2017-12-05,2017-12-06,up,41.44,42.77,1,3.209
390,603517,2017-03-17,2017-03-31,up,19.129,58.445,14,205.531
391,603517,2017-03-31,2017-08-09,down,58.445,29.0,131,-50.381
392,603517,2017-08-09,2017-11-22,up,29.0,45.9,105,58.276
393,603517,2017-11-22,2017-12-05,down,45.9,35.7,13,-22.222
394,603517,2017-12-05,2017-12-06,up,35.7,38.26,1,7.171
10780,603518,2016-01-04,2016-02-29,down,33.494,23.031,56,-31.238
10779,603518,2016-02-29,2016-12-21,up,23.031,38.76,296,68.295
10778,603518,2016-12-21,2017-12-06,down,38.76,18.26,350,-52.89
5926,603519,2016-01-04,2016-01-14,down,26.249,17.571,10,-33.06
5927,603519,2016-01-14,2016-11-24,up,17.571,37.496,315,113.397
5928,603519,2016-11-24,2017-06-02,down,37.496,19.83,190,-47.114
5929,603519,2017-06-02,2017-07-18,up,19.83,26.38,46,33.031
5930,603519,2017-07-18,2017-11-27,down,26.38,22.0,132,-16.603
5931,603519,2017-11-27,2017-12-05,up,22.0,24.13,8,9.682
5932,603519,2017-12-05,2017-12-06,down,24.13,23.35,1,-3.232
1957,603520,2016-03-09,2016-07-05,up,17.223,59.313,118,244.383
1958,603520,2016-07-05,2017-11-20,down,59.313,25.33,503,-57.294
1959,603520,2017-11-20,2017-11-24,up,25.33,28.95,4,14.291
11283,603528,2016-05-03,2016-06-27,up,4.483,37.512,55,736.761
11284,603528,2016-06-27,2017-12-06,down,37.512,9.13,527,-75.661
1780,603535,2017-08-08,2017-10-23,up,21.84,40.17,76,83.929
1781,603535,2017-10-23,2017-11-29,down,40.17,25.4,37,-36.769
1782,603535,2017-11-29,2017-12-06,up,25.4,27.5,7,8.268
1783,603535,2017-12-06,2017-12-07,down,27.5,26.36,1,-4.145
11780,603536,2017-06-13,2017-06-26,up,10.99,25.92,13,135.851
11781,603536,2017-06-26,2017-08-11,down,25.92,18.2,46,-29.784
11782,603536,2017-08-11,2017-09-15,up,18.2,24.93,35,36.978
11783,603536,2017-09-15,2017-12-06,down,24.93,18.2,82,-26.996
11784,603536,2017-12-06,2017-12-07,up,18.2,18.6,1,2.198
8694,603538,2017-04-07,2017-04-19,up,20.2,40.79,12,101.931
8695,603538,2017-04-19,2017-08-11,down,40.79,24.81,114,-39.176
8696,603538,2017-08-11,2017-10-11,up,24.81,31.29,61,26.119
8697,603538,2017-10-11,2017-11-20,down,31.29,25.01,40,-20.07
8698,603538,2017-11-20,2017-12-04,up,25.01,27.25,14,8.956
8699,603538,2017-12-04,2017-12-05,down,27.25,25.26,1,-7.303
8700,603538,2017-12-05,2017-12-06,up,25.26,26.44,1,4.671
8701,603538,2017-12-06,2017-12-07,down,26.44,25.62,1,-3.101
3239,603555,2016-01-04,2017-11-24,down,34.376,17.0,690,-50.547
3240,603555,2017-11-24,2017-11-28,up,17.0,18.41,4,8.294
3241,603555,2017-11-28,2017-11-30,down,18.41,17.6,2,-4.4
3242,603555,2017-11-30,2017-12-01,up,17.6,18.3,1,3.977
3243,603555,2017-12-01,2017-12-05,down,18.3,17.62,4,-3.716
3244,603555,2017-12-05,2017-12-06,up,17.62,17.88,1,1.476
7322,603556,2016-11-10,2016-11-23,up,28.204,68.621,13,143.302
7323,603556,2016-11-23,2017-12-05,down,68.621,35.68,377,-48.004
7324,603556,2017-12-05,2017-12-06,up,35.68,36.37,1,1.934
11164,603557,2017-08-18,2017-09-04,up,11.13,31.75,17,185.265
11165,603557,2017-09-04,2017-12-05,down,31.75,14.06,92,-55.717
11166,603557,2017-12-05,2017-12-07,up,14.06,15.35,2,9.175
11685,603558,2016-01-04,2016-01-14,down,23.004,15.81,10,-31.273
11684,603558,2016-01-14,2016-11-01,up,15.81,32.776,292,107.312
11683,603558,2016-11-01,2017-12-06,down,32.776,11.53,400,-64.822
12022,603559,2016-12-02,2017-11-16,up,8.256,57.5,349,596.463
12023,603559,2017-11-16,2017-12-06,down,57.5,35.1,20,-38.957
7841,603566,2016-01-04,2016-03-08,down,28.216,17.727,64,-37.174
7842,603566,2016-03-08,2016-11-23,up,17.727,27.953,260,57.686
7843,603566,2016-11-23,2017-07-25,down,27.953,20.86,244,-25.375
7844,603566,2017-07-25,2017-11-21,up,20.86,25.52,119,22.339
7845,603566,2017-11-21,2017-12-06,down,25.52,22.79,15,-10.697
8169,603567,2016-01-04,2016-01-28,down,25.609,16.795,24,-34.418
8168,603567,2016-01-28,2016-06-03,up,16.795,25.952,127,54.522
8167,603567,2016-06-03,2017-11-20,down,25.952,14.01,535,-46.016
8170,603567,2017-11-20,2017-11-24,up,14.01,15.33,4,9.422
8171,603567,2017-11-24,2017-12-05,down,15.33,14.16,11,-7.632
8172,603567,2017-12-05,2017-12-06,up,14.16,14.48,1,2.26
1869,603568,2016-01-04,2017-07-17,down,33.17,19.0,560,-42.719
1870,603568,2017-07-17,2017-10-16,up,19.0,24.5,91,28.947
1871,603568,2017-10-16,2017-12-06,down,24.5,20.14,51,-17.796
11542,603569,2016-08-10,2016-11-04,up,18.429,64.065,86,247.631
11543,603569,2016-11-04,2017-12-05,down,64.065,23.0,396,-64.099
11544,603569,2017-12-05,2017-12-06,up,23.0,24.05,1,4.565
11113,603577,2016-12-22,2017-03-27,up,10.596,42.763,95,303.577
11114,603577,2017-03-27,2017-12-06,down,42.763,14.49,254,-66.116
11464,603578,2017-03-06,2017-03-27,up,17.65,73.77,21,317.96
11465,603578,2017-03-27,2017-12-06,down,73.77,27.01,254,-63.386
11466,603578,2017-12-06,2017-12-07,up,27.01,28.09,1,3.999
4202,603579,2017-01-11,2017-03-27,up,26.683,76.089,75,185.159
4203,603579,2017-03-27,2017-08-16,down,76.089,52.005,142,-31.652
4204,603579,2017-08-16,2017-11-14,up,52.005,67.85,90,30.468
4205,603579,2017-11-14,2017-11-17,down,67.85,58.89,3,-13.206
4206,603579,2017-11-17,2017-12-01,up,58.89,64.78,14,10.002
4207,603579,2017-12-01,2017-12-05,down,64.78,60.22,4,-7.039
4208,603579,2017-12-05,2017-12-06,up,60.22,61.03,1,1.345
10431,603580,2017-05-25,2017-06-15,up,11.77,46.25,21,292.948
10432,603580,2017-06-15,2017-12-05,down,46.25,28.3,173,-38.811
10433,603580,2017-12-05,2017-12-07,up,28.3,29.31,2,3.569
3916,603585,2016-12-14,2017-03-27,up,25.436,50.766,103,99.583
3917,603585,2017-03-27,2017-07-17,down,50.766,29.75,112,-41.398
3918,603585,2017-07-17,2017-11-08,up,29.75,40.0,114,34.454
3919,603585,2017-11-08,2017-12-05,down,40.0,31.43,27,-21.425
3920,603585,2017-12-05,2017-12-06,up,31.43,32.3,1,2.768
10679,603586,2017-04-06,2017-04-14,up,30.77,52.0,8,68.996
10678,603586,2017-04-14,2017-12-06,down,52.0,23.93,236,-53.981
10680,603586,2017-12-06,2017-12-07,up,23.93,24.4,1,1.964
5950,603588,2016-01-04,2017-12-06,down,19.819,11.75,702,-40.713
3835,603589,2016-01-04,2016-02-29,down,42.183,27.257,56,-35.384
3836,603589,2016-02-29,2017-11-07,up,27.257,54.8,617,101.049
3837,603589,2017-11-07,2017-11-27,down,54.8,43.56,20,-20.511
3838,603589,2017-11-27,2017-12-05,up,43.56,47.86,8,9.871
3839,603589,2017-12-05,2017-12-06,down,47.86,46.05,1,-3.782
3701,603595,2017-07-12,2017-11-01,up,18.73,87.85,112,369.034
3702,603595,2017-11-01,2017-12-05,down,87.85,66.06,34,-24.804
3703,603595,2017-12-05,2017-12-06,up,66.06,69.45,1,5.132
3704,603595,2017-12-06,2017-12-07,down,69.45,68.0,1,-2.088
1955,603598,2016-01-04,2017-11-03,down,33.937,14.5,669,-57.274
1956,603598,2017-11-03,2017-11-07,up,14.5,14.84,4,2.345
4081,603599,2016-01-04,2017-07-18,down,24.679,14.02,561,-43.191
4082,603599,2017-07-18,2017-11-01,up,14.02,19.92,106,42.083
4083,603599,2017-11-01,2017-11-23,down,19.92,16.71,22,-16.114
4084,603599,2017-11-23,2017-12-05,up,16.71,18.23,12,9.096
4085,603599,2017-12-05,2017-12-06,down,18.23,17.37,1,-4.717
5493,603600,2016-01-04,2017-06-02,down,29.938,13.38,515,-55.308
5494,603600,2017-06-02,2017-07-11,up,13.38,19.18,39,43.348
5495,603600,2017-07-11,2017-11-27,down,19.18,14.2,139,-25.965
5496,603600,2017-11-27,2017-11-30,up,14.2,15.56,3,9.577
5497,603600,2017-11-30,2017-12-06,down,15.56,14.88,6,-4.37
7079,603601,2016-01-04,2016-03-11,down,18.355,11.854,67,-35.418
7080,603601,2016-03-11,2016-07-04,up,11.854,22.517,115,89.953
7081,603601,2016-07-04,2017-07-17,down,22.517,13.1,378,-41.822
7082,603601,2017-07-17,2017-07-31,up,13.1,16.53,14,26.183
7083,603601,2017-07-31,2017-12-06,down,16.53,13.56,128,-17.967
11334,603602,2017-08-10,2017-09-01,up,18.22,77.92,22,327.662
11335,603602,2017-09-01,2017-12-05,down,77.92,38.56,95,-50.513
11336,603602,2017-12-05,2017-12-07,up,38.56,45.49,2,17.972
4702,603603,2017-02-17,2017-05-18,up,8.073,53.817,90,566.63
4703,603603,2017-05-18,2017-07-17,down,53.817,34.2,60,-36.451
4704,603603,2017-07-17,2017-10-13,up,34.2,53.19,88,55.526
4705,603603,2017-10-13,2017-12-06,down,53.19,36.1,54,-32.13
974,603606,2016-01-04,2017-07-17,down,17.58,10.65,560,-39.42
975,603606,2017-07-17,2017-11-09,up,10.65,12.88,115,20.939
976,603606,2017-11-09,2017-11-20,down,12.88,10.8,11,-16.149
977,603606,2017-11-20,2017-12-05,up,10.8,12.17,15,12.685
978,603606,2017-12-05,2017-12-06,down,12.17,11.97,1,-1.643
7575,603608,2016-02-18,2016-11-24,up,8.161,22.514,280,175.873
7576,603608,2016-11-24,2017-12-06,down,22.514,10.55,377,-53.14
10415,603609,2016-01-04,2016-02-29,down,13.384,8.772,56,-34.459
10414,603609,2016-02-29,2016-07-07,up,8.772,18.177,129,107.216
10413,603609,2016-07-07,2017-12-06,down,18.177,8.24,517,-54.668
1710,603611,2016-01-04,2016-01-05,down,37.706,30.56,1,-18.952
1709,603611,2016-01-05,2016-01-15,up,30.56,39.701,10,29.912
1708,603611,2016-01-15,2016-03-01,down,39.701,20.867,46,-47.44
1711,603611,2016-03-01,2016-11-04,up,20.867,40.534,248,94.249
1712,603611,2016-11-04,2017-11-24,down,40.534,21.58,385,-46.761
1713,603611,2017-11-24,2017-11-27,up,21.58,22.99,3,6.534
1714,603611,2017-11-27,2017-12-06,down,22.99,21.8,9,-5.176
10504,603612,2017-07-18,2017-09-21,up,11.35,78.88,65,594.978
10505,603612,2017-09-21,2017-12-05,down,78.88,43.0,75,-45.487
10506,603612,2017-12-05,2017-12-07,up,43.0,45.76,2,6.419
11331,603615,2017-02-13,2017-03-24,up,9.946,36.405,39,266.027
11332,603615,2017-03-24,2017-12-05,down,36.405,12.64,256,-65.279
11333,603615,2017-12-05,2017-12-06,up,12.64,13.09,1,3.56
9689,603616,2016-01-04,2016-02-01,down,19.956,10.976,28,-44.999
9690,603616,2016-02-01,2017-05-05,up,10.976,36.234,459,230.12
9691,603616,2017-05-05,2017-12-05,down,36.234,14.65,214,-59.568
9692,603616,2017-12-05,2017-12-06,up,14.65,15.35,1,4.778
10458,603617,2017-07-03,2017-08-31,up,10.72,32.8,59,205.97
10459,603617,2017-08-31,2017-12-06,down,32.8,19.91,97,-39.299
10460,603617,2017-12-06,2017-12-07,up,19.91,20.63,1,3.616
8890,603618,2016-01-04,2016-01-29,down,10.903,6.698,25,-38.567
8891,603618,2016-01-29,2016-04-07,up,6.698,19.112,69,185.339
8892,603618,2016-04-07,2017-05-24,down,19.112,8.24,412,-56.886
8893,603618,2017-05-24,2017-07-10,up,8.24,11.38,47,38.107
8894,603618,2017-07-10,2017-10-30,down,11.38,8.45,112,-25.747
8895,603618,2017-10-30,2017-11-27,up,8.45,9.53,28,12.781
8896,603618,2017-11-27,2017-12-06,down,9.53,8.86,9,-7.03
1251,603626,2017-02-09,2017-11-13,up,16.109,50.99,277,216.531
1252,603626,2017-11-13,2017-12-04,down,50.99,28.96,21,-43.205
1253,603626,2017-12-04,2017-12-05,up,28.96,30.87,1,6.595
1254,603626,2017-12-05,2017-12-06,down,30.87,30.01,1,-2.786
11732,603628,2017-01-12,2017-03-28,up,6.669,43.95,75,559.019
11733,603628,2017-03-28,2017-12-06,down,43.95,13.97,253,-68.214
9494,603630,2017-03-13,2017-03-28,up,26.358,72.575,15,175.343
9493,603630,2017-03-28,2017-12-06,down,72.575,26.2,253,-63.899
10651,603633,2016-11-17,2016-12-13,up,8.073,52.192,26,546.501
10652,603633,2016-12-13,2017-12-06,down,52.192,17.02,358,-67.39
9700,603636,2016-01-04,2016-03-01,down,24.231,12.062,57,-50.221
9699,603636,2016-03-01,2017-04-07,up,12.062,26.61,402,120.61
9698,603636,2017-04-07,2017-07-27,down,26.61,9.8,111,-63.172
9701,603636,2017-07-27,2017-09-29,up,9.8,13.82,64,41.02
9702,603636,2017-09-29,2017-11-27,down,13.82,10.35,59,-25.109
9703,603636,2017-11-27,2017-11-28,up,10.35,11.39,1,10.048
9704,603636,2017-11-28,2017-12-05,down,11.39,10.38,7,-8.867
9705,603636,2017-12-05,2017-12-06,up,10.38,10.8,1,4.046
4321,603637,2017-02-08,2017-03-17,up,15.277,39.548,37,158.873
4322,603637,2017-03-17,2017-08-10,down,39.548,21.75,146,-45.004
4323,603637,2017-08-10,2017-10-09,up,21.75,26.3,60,20.92
4324,603637,2017-10-09,2017-11-20,down,26.3,22.03,42,-16.236
4325,603637,2017-11-20,2017-12-04,up,22.03,23.79,14,7.989
4326,603637,2017-12-04,2017-12-06,down,23.79,23.01,2,-3.279
10021,603638,2017-01-20,2017-03-27,up,7.833,38.639,66,393.285
10022,603638,2017-03-27,2017-04-18,down,38.639,24.569,22,-36.414
10023,603638,2017-04-18,2017-07-05,up,24.569,38.2,78,55.48
10024,603638,2017-07-05,2017-08-04,down,38.2,25.51,30,-33.22
10025,603638,2017-08-04,2017-12-04,up,25.51,34.45,122,35.045
10026,603638,2017-12-04,2017-12-06,down,34.45,31.63,2,-8.186
9055,603639,2017-01-12,2017-03-27,up,35.797,64.042,74,78.903
9056,603639,2017-03-27,2017-12-05,down,64.042,43.72,253,-31.732
9057,603639,2017-12-05,2017-12-06,up,43.72,44.79,1,2.447
10334,603656,2017-03-21,2017-04-07,up,18.705,53.548,17,186.276
10335,603656,2017-04-07,2017-12-06,down,53.548,30.8,243,-42.482
7606,603658,2016-09-01,2016-11-11,up,17.114,73.177,71,327.586
7607,603658,2016-11-11,2017-05-24,down,73.177,37.211,194,-49.149
7608,603658,2017-05-24,2017-11-13,up,37.211,56.05,173,50.628
7609,603658,2017-11-13,2017-12-06,down,56.05,48.98,23,-12.614
7021,603660,2016-12-01,2017-10-26,up,9.623,46.52,329,383.425
7022,603660,2017-10-26,2017-11-27,down,46.52,30.53,32,-34.372
7023,603660,2017-11-27,2017-11-30,up,30.53,33.77,3,10.613
